,unprocessed_tweet,product,emotion,processed_tweet
726,"Gotta get it! RT @mention Hey Taariq, howdy from Texas, fav #sXsw app is: {link} &lt;--android-or get Iphone #UsGuys",iPad or iPhone App,Positive emotion,got ta get rt mention hey taariq howdy texas fav sxsw app link ltandroidor get iphone usguys
727,.@mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #fb,,No emotion toward brand or product,mention rumor apple opening temporary store downtown austin sxsw ipad 2 launch link fb
728,ÛÏ@mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,No emotion toward brand or product,mention rumor apple opening temporary store downtown austin sxsw ipad 2 launch link
729,@mention  It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB,,No emotion toward brand or product,mention rumor apple opening temporary store downtown austin sxsw ipad 2 launch bitlyg03mzb
730,"@mention  Its bigger than an iphone and smaller than a PC, so good for big events like #SXSW and meeti? {link}",,Positive emotion,mention bigger iphone smaller pc good big event like sxsw meeti link
731,"@mention  Its bigger than an iphone and smaller than a PC, so good for big events like #SXSW and meeting day? {link}",iPad,Positive emotion,mention bigger iphone smaller pc good big event like sxsw meeting day link
732,SXSW Gets Its Own Apple Store {link} #atx,,No emotion toward brand or product,sxsw get apple store link atx
733,I'm a bit jealous seeing #SXSW attendees with #ipad2. My iPad seems so obsolete...,iPad,Positive emotion,im bit jealous seeing sxsw attendee ipad2 ipad seems obsolete
734,At #sxsw? Join us for a drink (or 2) tonight at 7pm. Fado Irish Pub on 4th.  {link} We'd love to meet!,,No emotion toward brand or product,sxsw join u drink 2 tonight 7pm fado irish pub 4th link wed love meet
735,Posterous Joins The SXSW Pile On With Posterous Events For iPhone - TechCrunch {link} #sxsw,,No emotion toward brand or product,posterous join sxsw pile posterous event iphone techcrunch link sxsw
736,Posterous Joins The SXSW Pile On With Posterous Events For iPhone {link} #iPhone #RichPearson #SXSW,,No emotion toward brand or product,posterous join sxsw pile posterous event iphone link iphone richpearson sxsw
737,buildings just &quot;sprout up&quot; in the new google maps for mobile #sxsw,,No emotion toward brand or product,building quotsprout upquot new google map mobile sxsw
738,I think I just broke @mention [iPhone app]. #sxsw #sorry,,No emotion toward brand or product,think broke mention iphone app sxsw sorry
739,"#technews Just In Time For SXSW, Foursquare Ups The Game And... {link} #Tech_News #Friends_Offer #iPhone #SXSW #The_Game #tech",,No emotion toward brand or product,technews time sxsw foursquare ups game link technews friendsoffer iphone sxsw thegame tech
740,&quot;I'm just learning all of these things from the screen.&quot; A 4-year old's explanation of how she instantly knew how to use an iPad. #sxsw,iPad,Positive emotion,quotim learning thing screenquot 4year old explanation instantly knew use ipad sxsw
741,"more that just location, PixieEngine! RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",Google,Negative emotion,location pixieengine rt mention google say future location location location link sxsw cnn
742,"ÛÏ@mention Just picked up my iPad 2, now back to #sxsw {link} .. So what cha think. Is it worth the upgrade?",,No emotion toward brand or product,mention picked ipad 2 back sxsw link cha think worth upgrade
743,At #sxsw? Keep a tab on all the great #craftbeer you're drinking in Austin. Next Pint for iPhone. {link},,No emotion toward brand or product,sxsw keep tab great craftbeer drinking austin next pint iphone link
744,This iPad keeps me awake. Thank god I bought it.... #SXSW,iPad,Positive emotion,ipad keep awake thank god bought sxsw
745,Kawasaki: key to enchantment = trustworthiness of Zappos + likeability of Richard Branson + product of Apple #sxsw #mccannsxsw #mrmworldwide,,I can't tell,kawasaki key enchantment trustworthiness zappos likeability richard branson product apple sxsw mccannsxsw mrmworldwide
746,At Google keynote by Marissa Mayer. #sxsw (@mention ACC - Ballroom D w/ 65 others) {link},,No emotion toward brand or product,google keynote marissa mayer sxsw mention acc ballroom w 65 others link
747,"iPhone, I know this #SXSW week will be tough on your already-dwindling battery, but so help me Jeebus if you keep correcting my curse words.",iPhone,Negative emotion,iphone know sxsw week tough alreadydwindling battery help jeebus keep correcting curse word
748,#sxsw Jon Kolko has had his coffee. He's from a venture accelerator. {link} looking critically at Apple's influence on edu.,,No emotion toward brand or product,sxsw jon kolko coffee he venture accelerator link looking critically apple influence edu
749,Google no lanzara ningun producto en South by SouthWest #sxsw 2011 {link},,I can't tell,google lanzara ningun producto en south southwest sxsw 2011 link
750,Google to launch a new social network Circles. Possibly today {link} #SXSW,,No emotion toward brand or product,google launch new social network circle possibly today link sxsw
751,google to launch a social network at #sxsw today?,,No emotion toward brand or product,google launch social network sxsw today
752,"Google to launch a social network, Circles, at #SxSW - {link} - Who's excited?",Other Google product or service,Positive emotion,google launch social network circle sxsw link who excited
753,Google to launch Circles social network at #sxsw? {link},,No emotion toward brand or product,google launch circle social network sxsw link
754,Google to Launch Major New Social Network Called &quot;Circles&quot; - {link} #sxsw /via @mention @mention /cc @mention @mentionc,,No emotion toward brand or product,google launch major new social network called quotcirclesquot link sxsw via mention mention cc mention mentionc
755,Google to Launch Major New Social Network Called #Circles - {link} &gt; Update: No preview planned at #SXSW,,No emotion toward brand or product,google launch major new social network called circle link gt update preview planned sxsw
756,Google to Launch Major New Social Network Called Circles  {link} #sxsw (via @mention,Google,Positive emotion,google launch major new social network called circle link sxsw via mention
757,Google to Launch Major New Social Network Called Circles --{link} #sxsw,,No emotion toward brand or product,google launch major new social network called circle link sxsw
758,"Google to Launch Major New Social Network Called Circles (Updated) {link} *Not launched at #SXSW, but soon. Should I care?",Other Google product or service,Negative emotion,google launch major new social network called circle updated link launched sxsw soon care
759,Google to Launch Major New Social Network Called Circles {link} #sxsw,,No emotion toward brand or product,google launch major new social network called circle link sxsw
760,Google to Launch Major New Social Network Called Circles {link} #sxsw (RT @mention,,No emotion toward brand or product,google launch major new social network called circle link sxsw rt mention
761,"Google to Launch Major New Social Network Called Circles, {link} #sxsw",,No emotion toward brand or product,google launch major new social network called circle link sxsw
762,"Google to Launch Major New Social Network Called Circles, {link} #sxsw - Brazil's orkut users have been waiting.",Other Google product or service,Positive emotion,google launch major new social network called circle link sxsw brazil orkut user waiting
763,"Google to Launch Major New Social Network Called Circles, but not at #SXSW by @mention {link} via @mention",,No emotion toward brand or product,google launch major new social network called circle sxsw mention link via mention
764,"Google to Launch Major New Social Network Called Circles, Possibly Today - {link} #sxsw",,No emotion toward brand or product,google launch major new social network called circle possibly today link sxsw
765,"Google to Launch Major New Social Network Called Circles, Possibly Today ({link} #sxswi #SXSW via @mention",,No emotion toward brand or product,google launch major new social network called circle possibly today link sxswi sxsw via mention
766,"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated - not today, not at #SXSW) {link} via @mention",,No emotion toward brand or product,google launch major new social network called circle possibly today updated today sxsw link via mention
767,"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) - did it happen #sxsw {link}",,No emotion toward brand or product,google launch major new social network called circle possibly today updated happen sxsw link
768,"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) at #SXSW {link}",,No emotion toward brand or product,google launch major new social network called circle possibly today updated sxsw link
769,"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) by @mention {link} #sxsw",Other Google product or service,Positive emotion,google launch major new social network called circle possibly today updated mention link sxsw
770,"Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Google,Positive emotion,google launch major new social network called circle possibly today link
771,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} (via @mention #sxsw",,No emotion toward brand or product,google launch major new social network called circle possibly today link via mention sxsw
772,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #circles #sxsw",,No emotion toward brand or product,google launch major new social network called circle possibly today link circle sxsw
773,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #google #circles #sxsw",,No emotion toward brand or product,google launch major new social network called circle possibly today link google circle sxsw
